date,day,month,price
2023-01-01,7,01,413.38461538461536
2023-01-02,1,01,416.2307692307692
2023-01-03,2,01,321.2307692307692
2023-01-04,3,01,360.15384615384613
2023-01-05,4,01,358.9230769230769
2023-01-06,5,01,363.0
2023-01-07,6,01,321.53846153846155
2023-01-08,7,01,321.46153846153845
2023-01-09,1,01,290.0769230769231
2023-01-10,2,01,262.53846153846155
2023-01-11,3,01,247.23076923076923
2023-01-12,4,01,230.76923076923077
2023-01-13,5,01,224.84615384615384
2023-01-14,6,01,234.07692307692307
2023-01-15,7,01,231.0
2023-01-16,1,01,223.76923076923077
2023-01-17,2,01,216.69230769230768
2023-01-18,3,01,224.07692307692307
2023-01-19,4,01,244.0
2023-01-20,5,01,368.2307692307692
2023-01-21,6,01,331.0769230769231
2023-01-22,7,01,251.84615384615384
2023-01-23,1,01,304.6923076923077
2023-01-24,2,01,239.15384615384616
2023-01-25,3,01,304.6923076923077
2023-01-26,4,01,245.30769230769232
2023-01-27,5,01,368.2307692307692
2023-01-28,6,01,361.53846153846155
2023-01-29,7,01,249.76923076923077
2023-01-30,1,01,304.6923076923077
2023-01-31,2,01,215.53846153846155
2023-02-01,3,02,324.61538461538464
2023-02-02,4,02,234.84615384615384
2023-02-03,5,02,318.38461538461536
2023-02-04,6,02,360.0
2023-02-05,7,02,210.07692307692307
2023-02-06,1,02,328.3076923076923
2023-02-07,2,02,229.23076923076923
2023-02-08,3,02,297.6923076923077
2023-02-09,4,02,229.6153846153846
2023-02-10,5,02,380.84615384615387
2023-02-11,6,02,323.53846153846155
2023-02-12,7,02,235.6153846153846
2023-02-13,1,02,290.0
2023-02-14,2,02,223.46153846153845
2023-02-15,3,02,331.3076923076923
2023-02-16,4,02,235.07692307692307
2023-02-17,5,02,386.3076923076923
2023-02-18,6,02,361.53846153846155
2023-02-19,7,02,262.38461538461536
2023-02-20,1,02,324.61538461538464
2023-02-21,2,02,210.84615384615384
2023-02-22,3,02,315.7692307692308
2023-02-23,4,02,290.6923076923077
2023-02-24,5,02,370.2307692307692
2023-02-25,6,02,339.0
2023-02-26,7,02,266.46153846153845
2023-02-27,1,02,290.0
2023-02-28,2,02,224.3846153846154
2023-03-01,3,03,335.2307692307692
2023-03-02,4,03,217.07692307692307
2023-03-03,5,03,381.7692307692308
2023-03-04,6,03,358.53846153846155
2023-03-05,7,03,216.0
2023-03-06,1,03,290.0
2023-03-07,2,03,223.46153846153845
2023-03-08,3,03,332.2307692307692
2023-03-09,4,03,266.61538461538464
2023-03-10,5,03,394.0
2023-03-11,6,03,304.84615384615387
2023-03-12,7,03,257.61538461538464
2023-03-13,1,03,259.46153846153845
2023-03-14,2,03,219.6153846153846
2023-03-15,3,03,324.2307692307692
2023-03-16,4,03,246.69230769230768
2023-03-17,5,03,350.46153846153845
2023-03-18,6,03,358.6923076923077
2023-03-19,7,03,246.3846153846154
2023-03-20,1,03,336.6923076923077
2023-03-21,2,03,230.23076923076923
2023-03-22,3,03,228.76923076923077
2023-03-23,4,03,246.69230769230768
2023-03-24,5,03,381.84615384615387
2023-03-25,6,03,243.53846153846155
2023-03-26,7,03,232.92307692307693
2023-03-27,1,03,208.53846153846155
2023-03-28,2,03,218.69230769230768
2023-03-29,3,03,329.2307692307692
2023-03-30,4,03,226.46153846153845
2023-03-31,5,03,377.6923076923077
2023-04-01,6,04,251.3846153846154
2023-04-02,7,04,232.92307692307693
2023-04-03,1,04,325.61538461538464
2023-04-04,2,04,217.30769230769232
2023-04-05,3,04,352.46153846153845
2023-04-06,4,04,381.3076923076923
2023-04-07,5,04,379.0769230769231
2023-04-08,6,04,362.0
2023-04-09,7,04,233.84615384615384
2023-04-10,1,04,326.53846153846155
2023-04-11,2,04,220.07692307692307
2023-04-12,3,04,330.2307692307692
2023-04-13,4,04,225.92307692307693
2023-04-14,5,04,381.3076923076923
2023-04-15,6,04,307.15384615384613
2023-04-16,7,04,233.30769230769232
2023-04-17,1,04,326.53846153846155
2023-04-18,2,04,217.30769230769232
2023-04-19,3,04,329.2307692307692
2023-04-20,4,04,225.92307692307693
2023-04-21,5,04,371.53846153846155
2023-04-22,6,04,357.3076923076923
2023-04-23,7,04,231.23076923076923
2023-04-24,1,04,325.61538461538464
2023-04-25,2,04,218.69230769230768
2023-04-26,3,04,336.46153846153845
2023-04-27,4,04,250.84615384615384
2023-04-28,5,04,373.38461538461536
2023-04-29,6,04,377.2307692307692
2023-04-30,7,04,293.0
2023-05-01,1,05,324.46153846153845
2023-05-02,2,05,223.84615384615384
2023-05-03,3,05,352.3076923076923
2023-05-04,4,05,375.84615384615387
2023-05-05,5,05,377.0
2023-05-06,6,05,368.61538461538464
2023-05-07,7,05,351.53846153846155
2023-05-08,1,05,325.15384615384613
2023-05-09,2,05,218.69230769230768
2023-05-10,3,05,359.6923076923077
2023-05-11,4,05,374.9230769230769
2023-05-12,5,05,388.9230769230769
2023-05-13,6,05,384.15384615384613
2023-05-14,7,05,350.61538461538464
2023-05-15,1,05,350.9230769230769
2023-05-16,2,05,326.7692307692308
2023-05-17,3,05,237.15384615384616
2023-05-18,4,05,377.46153846153845
2023-05-19,5,05,346.15384615384613
2023-05-20,6,05,257.84615384615387
2023-05-21,7,05,351.53846153846155
2023-05-22,1,05,348.2307692307692
2023-05-23,2,05,326.7692307692308
2023-05-24,3,05,231.84615384615384
2023-05-25,4,05,248.46153846153845
2023-05-26,5,05,334.3076923076923
2023-05-27,6,05,265.38461538461536
2023-05-28,7,05,351.53846153846155
2023-05-29,1,05,352.61538461538464
2023-05-30,2,05,326.7692307692308
2023-05-31,3,05,237.0
2023-06-01,4,06,378.38461538461536
2023-06-02,5,06,345.0769230769231
2023-06-03,6,06,259.7692307692308
2023-06-04,7,06,360.9230769230769
2023-06-05,1,06,342.84615384615387
2023-06-06,2,06,328.84615384615387
2023-06-07,3,06,236.07692307692307
2023-06-08,4,06,349.2307692307692
2023-06-09,5,06,
2023-06-10,6,06,256.3076923076923
2023-06-11,7,06,254.0
2023-06-12,1,06,340.15384615384613
2023-06-13,2,06,325.3076923076923
2023-06-14,3,06,226.07692307692307
2023-06-15,4,06,370.53846153846155
2023-06-16,5,06,255.07692307692307
2023-06-17,6,06,264.38461538461536
2023-06-18,7,06,352.3076923076923
2023-06-19,1,06,218.69230769230768
2023-06-20,2,06,262.7692307692308
2023-06-21,3,06,231.23076923076923
2023-06-22,4,06,373.0769230769231
2023-06-23,5,06,251.0
2023-06-24,6,06,267.2307692307692
2023-06-25,7,06,254.84615384615384
2023-06-26,1,06,232.15384615384616
2023-06-27,2,06,273.61538461538464
2023-06-28,3,06,233.3846153846154
2023-06-29,4,06,299.0
2023-06-30,5,06,251.84615384615384
2023-07-01,6,07,232.46153846153845
2023-07-02,7,07,277.15384615384613
2023-07-03,1,07,233.6153846153846
2023-07-04,2,07,335.2307692307692
2023-07-05,3,07,216.69230769230768
2023-07-06,4,07,244.46153846153845
2023-07-07,5,07,220.53846153846155
2023-07-08,6,07,226.15384615384616
2023-07-09,7,07,331.46153846153845
2023-07-10,1,07,216.69230769230768
2023-07-11,2,07,237.53846153846155
2023-07-12,3,07,216.69230769230768
2023-07-13,4,07,249.6153846153846
2023-07-14,5,07,216.84615384615384
2023-07-15,6,07,223.23076923076923
2023-07-16,7,07,274.46153846153845
2023-07-17,1,07,216.69230769230768
2023-07-18,2,07,248.6153846153846
2023-07-19,3,07,298.38461538461536
2023-07-20,4,07,281.3076923076923
2023-07-21,5,07,299.46153846153845
2023-07-22,6,07,303.53846153846155
2023-07-23,7,07,306.0
2023-07-24,1,07,295.0769230769231
2023-07-25,2,07,268.46153846153845
2023-07-26,3,07,298.38461538461536
2023-07-27,4,07,383.46153846153845
2023-07-28,5,07,299.46153846153845
2023-07-29,6,07,280.0769230769231
2023-07-30,7,07,284.84615384615387
2023-07-31,1,07,295.0769230769231
2023-08-01,2,08,391.7692307692308
2023-08-02,3,08,300.6923076923077
2023-08-03,4,08,283.6923076923077
2023-08-04,5,08,299.46153846153845
2023-08-05,6,08,285.6923076923077
2023-08-06,7,08,380.84615384615387
2023-08-07,1,08,267.61538461538464
2023-08-08,2,08,395.0
2023-08-09,3,08,283.38461538461536
2023-08-10,4,08,404.53846153846155
2023-08-11,5,08,296.0769230769231
2023-08-12,6,08,290.7692307692308
2023-08-13,7,08,366.61538461538464
2023-08-14,1,08,300.84615384615387
2023-08-15,2,08,294.6923076923077
2023-08-16,3,08,291.9230769230769
2023-08-17,4,08,386.6923076923077
2023-08-18,5,08,300.6923076923077
2023-08-19,6,08,287.2307692307692
2023-08-20,7,08,281.9230769230769
2023-08-21,1,08,299.6923076923077
2023-08-22,2,08,281.2307692307692
2023-08-23,3,08,304.15384615384613
2023-08-24,4,08,387.3076923076923
2023-08-25,5,08,305.0769230769231
2023-08-26,6,08,293.7692307692308
2023-08-27,7,08,366.61538461538464
2023-08-28,1,08,290.46153846153845
2023-08-29,2,08,279.6923076923077
2023-08-30,3,08,293.3076923076923
2023-08-31,4,08,281.46153846153845
2023-09-01,5,09,325.53846153846155
2023-09-02,6,09,360.9230769230769
2023-09-03,7,09,334.2307692307692
2023-09-04,1,09,216.69230769230768
2023-09-05,2,09,226.6153846153846
2023-09-06,3,09,218.69230769230768
2023-09-07,4,09,252.69230769230768
2023-09-08,5,09,219.23076923076923
2023-09-09,6,09,217.0
2023-09-10,7,09,329.61538461538464
2023-09-11,1,09,218.69230769230768
2023-09-12,2,09,227.53846153846155
2023-09-13,3,09,219.15384615384616
2023-09-14,4,09,258.6923076923077
2023-09-15,5,09,286.0
2023-09-16,6,09,217.0
2023-09-17,7,09,242.0
2023-09-18,1,09,218.69230769230768
2023-09-19,2,09,325.3076923076923
2023-09-20,3,09,219.15384615384616
2023-09-21,4,09,264.84615384615387
2023-09-22,5,09,235.92307692307693
2023-09-23,6,09,242.23076923076923
2023-09-24,7,09,248.84615384615384
2023-09-25,1,09,217.30769230769232
2023-09-26,2,09,237.07692307692307
2023-09-27,3,09,354.53846153846155
2023-09-28,4,09,267.0
2023-09-29,5,09,271.7692307692308
2023-09-30,6,09,243.6153846153846
2023-10-01,7,10,217.46153846153845
2023-10-02,1,10,218.23076923076923
2023-10-03,2,10,219.15384615384616
2023-10-04,3,10,264.84615384615387
2023-10-05,4,10,217.6153846153846
2023-10-06,5,10,255.6153846153846
2023-10-07,6,10,217.0
2023-10-08,7,10,216.84615384615384
2023-10-09,1,10,333.53846153846155
2023-10-10,2,10,216.84615384615384
2023-10-11,3,10,331.0769230769231
2023-10-12,4,10,242.6153846153846
2023-10-13,5,10,271.7692307692308
2023-10-14,6,10,230.69230769230768
2023-10-15,7,10,217.53846153846155
2023-10-16,1,10,230.84615384615384
2023-10-17,2,10,216.84615384615384
2023-10-18,3,10,264.53846153846155
2023-10-19,4,10,217.69230769230768
2023-10-20,5,10,258.38461538461536
2023-10-21,6,10,230.69230769230768
2023-10-22,7,10,240.84615384615384
2023-10-23,1,10,247.69230769230768
2023-10-24,2,10,218.69230769230768
2023-10-25,3,10,247.23076923076923
2023-10-26,4,10,224.15384615384616
2023-10-27,5,10,304.61538461538464
2023-10-28,6,10,242.23076923076923
2023-10-29,7,10,288.84615384615387
2023-10-30,1,10,324.84615384615387
2023-10-31,2,10,281.61538461538464
2023-11-01,3,11,317.61538461538464
2023-11-02,4,11,321.6923076923077
2023-11-03,5,11,335.2307692307692
2023-11-04,6,11,381.84615384615387
2023-11-05,7,11,327.38461538461536
2023-11-06,1,11,351.38461538461536
2023-11-07,2,11,351.38461538461536
2023-11-08,3,11,351.38461538461536
2023-11-09,4,11,333.9230769230769
2023-11-10,5,11,353.9230769230769
2023-11-11,6,11,323.0769230769231
2023-11-12,7,11,384.15384615384613
2023-11-13,1,11,335.2307692307692
2023-11-14,2,11,314.9230769230769
2023-11-15,3,11,348.61538461538464
2023-11-16,4,11,336.0769230769231
2023-11-17,5,11,349.53846153846155
2023-11-18,6,11,315.84615384615387
2023-11-19,7,11,339.6923076923077
2023-11-20,1,11,322.53846153846155
2023-11-21,2,11,311.53846153846155
2023-11-22,3,11,333.0769230769231
2023-11-23,4,11,336.61538461538464
2023-11-24,5,11,389.3076923076923
2023-11-25,6,11,331.7692307692308
2023-11-26,7,11,334.84615384615387
2023-11-27,1,11,357.0
2023-11-28,2,11,337.9230769230769
2023-11-29,3,11,356.53846153846155
2023-11-30,4,11,327.84615384615387
2023-12-01,5,12,345.9230769230769
2023-12-02,6,12,324.53846153846155
2023-12-03,7,12,384.6923076923077
2023-12-04,1,12,352.2307692307692
2023-12-05,2,12,337.0769230769231
2023-12-06,3,12,363.2307692307692
2023-12-07,4,12,364.0769230769231
2023-12-08,5,12,371.53846153846155
2023-12-09,6,12,365.2307692307692
2023-12-10,7,12,769.1666666666666
2023-12-11,1,12,233.0
2023-12-12,2,12,
2023-12-13,3,12,
2023-12-14,4,12,
2023-12-15,5,12,
2023-12-16,6,12,
2023-12-17,7,12,
2023-12-18,1,12,
2023-12-19,2,12,
2023-12-20,3,12,
2023-12-21,4,12,
2023-12-22,5,12,
2023-12-23,6,12,
2023-12-24,7,12,
2023-12-25,1,12,
2023-12-26,2,12,
2023-12-27,3,12,
2023-12-28,4,12,
2023-12-29,5,12,
2023-12-30,6,12,
2023-12-31,7,12,
